"","Orbis ID number","BvD ID number","Company name Latin alphabet","country"
"333","299725375","VG*B000092889","ANGLO-EASTERN UNIVAN GROUP LTD","VG"
"334","308145432","NO918270124","W HOLDING AS","NO"
"335","163223648","TR256090F","BESIKTAS LIKID TASIMACILIK DENIZCILIK TICARET ANONIM SIRKETI","TR"
"336","318418997","MH*PV6286672","NAMORIK INVESTMENT LIMITED","MH"
"337","005625958","NO950501480","NORDASFALT AS","NO"
"338","016970789","NL22055076","VROON VESSEL PARTICIPATIONS I B.V.","NL"
"339","103252227","VGLEI226535","OTS GLOBAL LTD","VG"
"340","318418680","MH*110158715118","PONTOPOROS MARITIME LTD.","MH"
"341","312030573","NO918433805","HK SHIPPING GROUP AS","NO"
"342","476761241","LR0000166489","CELIA INTERNATIONAL LTD","LR"
"343","229787235","NO915334865","EIDES REDERI AS","NO"
"344","470765860","NO924732059","NOFIKA AS","NO"
"345","339804759","NO919177152","NAPIER HOLDING AS","NO"
"346","174860178","MTC53583","BM CHEMICAL HOLDING LTD","MT"
"347","507797726","LULB256615","VERDE HOLDINGS S.C.A.","LU"
"348","049383183","GBIM103007C","GENERAL SHIP MANAGEMENT CORPORATION LIMITED","GB"
"349","003006173","ESA20000675","BALENCIAGA, SA","ES"
"350","502667018","MH8-544523M","DRY-T LTD","MH"
"351","226526294","USLEI257346","MHR INSTITUTIONAL PARTNERS IV LP","US"
"352","133574273","NO998194717","VALBERG INVEST HOLDING AS","NO"
"353","283342616","MTC74394","DENTA SHIPPING HOLDINGS LIMITED","MT"
"354","007990484","LV000323161","ALPHA SHIPPING COMPANY SIA","LV"
"355","265520591","YY*110024028206","STARDAWN HOLDINGS LIMITED","n.a."
"356","507897853","YY*110318351053","DEBORA MONTALTO AS TRUSTEE OF THE AD HOLDING TRUST","n.a."
"357","159876036","NO912214648","STIFTELSEN HANS RASMUS ASTRUP","NO"
"358","008135001","SE5566228408","REDERIAKTIEBOLAGET MATTSSON","SE"
"359","144096100","LIFL00011037922","LUDA STIFTUNG","LI"
"360","586536749","DE8-487691M","MPC GROUP OF COMPANIES","DE"
"361","470629906","YY*110297198324","COSCO SHIPPING LINES EU","n.a."
"362","560043897","NO*110346307064","OCTOPUS HOLDCO 2 S.AA.R.L","NO"
"363","560045430","NO*110346466964","STAR REEFERS INC","NO"
"364","008837844","MTC7880","GANADO TRUSTEES & FIDUCIARIES LIMITED","MT"
"365","176084047","GB08945941","THOMPSON TARAZ GROUP PLC","GB"
"366","318419055","YY*110158717762","K.F. KOAN FOUNDATION","n.a."
"367","007254897","SE5566164397","BRP HOLDING AB","SE"
"368","265520566","MT*110024028151","STARDAWN HOLDINGS LIMITED","MT"
"369","013686916","ESB83957829","F TAPIAS DESARROLLOS EMPRESARIALES SL.","ES"
"370","057128910","NL24441129","CS SHIPFUND B.V.","NL"
"371","413769819","YY*110231488196","ERIKUB INVESTMENT LIMITED","n.a."
"372","347419113","MTC82513","AMG PARTNERS LIMITED","MT"
"373","413337681","NO*110230729211","CORANDA INC.","NO"
"374","319639237","SE5591122485","M&M VRAANGOE HOLDING AB","SE"
"375","590137484","GB15116536","CABLE MARINE HOLDINGS LTD","GB"
"376","059154752","IT07310110635","META S.R.L. - HOLDING DI PARTECIPAZIONE","IT"
"377","558873700","YY*110344548789","EUROPESE LOGISTIEKE VERVOERDERS COOPERATIE","n.a."
"378","318423748","AE0048983198","SOCAR LOGISTICS DMCC","AE"
"379","413769820","YY*110231488197","JALUIT INVESTMENT LIMITED","n.a."
"380","224640333","MTC68676","EES LIMITED","MT"
"381","006740349","KR1101110006167","CJ LOGISTICS CORPORATION","KR"
"382","379945420","YY*110181061727","QUINT LIMITED","n.a."
"383","109715112","CYC36832","THIRTEENELS SERVICES LIMITED","CY"
"384","461014639","NO921402430","NISTAD GRUPPEN HOLDING AS","NO"
"385","480359960","CH5-24834212I","THE JEAN CLAUDE GANDUR FAMILY GROUP","CH"
"386","582100575","IE606357","LINDE PUBLIC LIMITED COMPANY","IE"
"387","492381126","NO926036041","KLAVENESS STIFTELSEN","NO"
"388","133471519","SE5568675473","WIRSTROEM INVEST AKTIEBOLAG","SE"
"389","003347620","FR340726041","SOCIETE MONNIER","FR"
"390","109717648","CYC42178","SMIT LAMNALCO LIMITED","CY"
"391","222919812","NO914607434","BONTVEIT MARINE HOLDING AS","NO"
"392","222549272","FI*110009280736","M SHIP LTD","FI"
"393","622740113","DK44791447","SVITZER GROUP A/S","DK"
"394","097737918","NL51428369","TURIA PORT INVESTMENTS (HOLDINGS) C.V.","NL"
"395","197227563","MTC67898","FENLEX GROUP HOLDING LTD","MT"
"396","261157989","GBIM128655C","SHAFFLER VENTURES LIMITED","GB"
"397","079920940","IT06391731210","POSEIDONE S.R.L.","IT"
"398","499260625","VG*B000156103","MARLOM SHIPPING LTD","VG"
"399","074378589","KZ*J00S1635","THE REPUBLIC OF KAZAKHSTAN","KZ"
"400","005487129","NL23077088","BEN HOUWELING BEHEER B.V.","NL"
"401","241023044","CYC232347","HAWKESA HOLDING LIMITED","CY"
"402","005625382","NO950071753","B-O SERVICE AS","NO"
"403","005667373","NO977043476","NORTH-SEA MANAGEMENT AS","NO"
"404","075769870","NO993448389","TORGARD AS","NO"
"405","383430624","CHCHE340827237","AFTL GROUP AG","CH"
"406","002325778","DE2150326406","SACO SHIPPING GMBH","DE"
"407","561065700","BM202201507R","DIANTHUS SHIPHOLDINGS LIMITED","BM"
"408","560977911","PL*110347221638","POLISH BALTIC SHIPPING CO","PL"
"409","318417309","MH*PV6286743","KNOX INVESTMENT LIMITED","MH"
"410","575885749","GBIM020715V","BINDER HOLDINGS LIMITED","GB"
"411","006776453","ESB36000727","INVERSIONES LOS ARPEOS SLU","ES"
"412","011537679","IT01733350183","SERVIZI FINANZIARI S.P.A.","IT"
"413","012809727","IT00087850491","NERI HOLDING S.R.L.","IT"
"414","065833097","MTC3151","NEVADA LIMITED","MT"
"415","149688900","NO999511236","STODIG SHIP MANAGEMENT AS","NO"
"416","586545747","ES8-567168M","INPESCA GROUP OF COMPANIES","ES"
"417","263330193","GB*B000099234","SPRING MARINE DRY BULK SA","GB"
"418","148918234","US260426107","KKR GROUP CO. INC.","US"
"419","112742245","NO997009711","FMR INVEST AS","NO"
"420","578016172","HK0033102707","TRADER SHIPPING LIMITED","HK"
"421","007164196","NO983633196","SHIPSINVEST AS","NO"
"422","011050873","ESB07039340","INVERSIONES MANDEO SL","ES"
"423","560641536","YY*110346827744","DRAGON SHIPPING LIMITED","n.a."
"424","651291455","SG*110362455289","AUSTRAL ASIA LINE PTE. LTD.","SG"
"425","483242897","CYC408487","EDT VSL HOLDINGS LIMITED","CY"
"426","058532790","TR242754F","ARKAS HOLDING ANONIM SIRKETI","TR"
"427","226865332","PA268657RPP","OLD SEAS SHIPPING CORP.","PA"
"428","084655372","DK33036175","A.S. SCAN HOLDING A/S","DK"
"429","579723174","ZZ*110341870325","TRUSTEES OF THE SHEILING SETTLEMENT","n.a."
"430","342595685","SE5591173587","STURE CLAESSON AB","SE"
"431","527416427","NL*110324264174","TEAM HEAVY LIFT B.V.","NL"
"432","005631107","NO956240980","SVEIN TORRISSEN & SOENNER AS","NO"
"433","239133936","RU42533740N","PRAIM SHIPPING KHOLDING","RU"
"434","011205460","FI18336418","SATU INVEST OY","FI"
"435","370225642","SE5591360952","PICTUS HOLDING AB","SE"
"436","189742740","SE5569170037","CABOWA AB","SE"
"437","036793205","NO989244752","LAWO INVEST AS","NO"
"438","419039842","NO923400834","EMILSEN GRUPPEN AS","NO"
"439","006529835","IL90008GE","ISRAEL CORPORATION LIMITED","IL"
"440","006243702","SE5564955267","OLOF BRODIN (CHARTERING) AKTIEBOLAG","SE"
"441","506606649","GBGG69031","TAYLOR MARITIME LIMITED","GB"
"442","226492980","MTC68709","VALLETTA PETROLEUM HOLDINGS LIMITED","MT"
"443","265520996","YY*110024029379","WHITE DALIA S.A.","n.a."
"444","586818371","SE8-255519M","REDERI AB MATTSSON","SE"
"445","074492649","NO993163880","HOFSETH INTERNATIONAL AS","NO"
"446","070855461","NO993134155","KERKO SHIPPING AS","NO"
"447","298414516","UY*110149623043","CAMELUR S.A.","UY"
"448","005679418","NO979684924","GULLFONN MANAGEMENT AS","NO"
"449","005632338","NO957423248","ADVOKATFIRMAET THOMMESSEN AS","NO"
"450","622081452","NO*110361544245","GUNNAR FANTOFT","NO"
"451","256613392","IS4810120900","FAFNIR OFFSHORE HF.","IS"
"452","387086498","GR8-43589M","ANDRIAMAR SHIPPING INCORPORATED","GR"
"453","618440219","KY*Z00634216","TYPEWRITER PARENT LTD","KY"
"454","015144041","ESB80167505","DE LA PENA ASOCIADOS SL","ES"
"455","007306842","CN30699PC","SHANGHAI ZHENHUA HEAVY INDUSTRIES CO.,LTD.","CN"
"456","586627161","IT8-74872M","MEDNAV S.R.L.","IT"
"457","148293083","NO999254632","ABYSS GROUP AS","NO"
"458","611289546","DK44491796","MBEB HOLDING APS","DK"
"459","109439340","CYC173508","STEFMA INVESTMENTS LIMITED","CY"
"460","016541635","ESB41379845","ROFIMAN MANUFACTURAS SL","ES"
"461","134186506","CHCHE214165223","EUROFISH HOLDING AG","CH"
"462","133357297","GR072853520000","DODEKANISOS SEAWAYS CONSORTIUM","GR"
"463","619932342","GB*110361067610","SOLE SHIPPING SO GP III LIMITED, AS GENERAL PARTNER OF SOLE SHIPPING SPECIAL OPPORTUNITIES FUND III","GB"
"464","413386970","NO922919682","NYE 5 OLSEN HOLDING AS","NO"
"465","299549961","SG201510759D","HAFNIA SG PTE. LTD.","SG"
"466","534754213","FR910226018","GROUPE ADIT","FR"
"467","265520897","YY*110024029091","SHANTY INVESTMENTS S.A.","n.a."
"468","410832758","LULB233749","EXPRESS HOLDING S.À R.L.","LU"
"469","534780370","GB13920571","PRAX GROUP HOLDINGS LIMITED","GB"
"470","469256745","GI119458","MED SHIPPING LOGISTICS LIMITED","GI"
"471","190707843","SE5569775843","FJORDBOEN AB","SE"
"472","413336380","NO*110230692664","SIEM OIL SERVICE INVEST LTD","NO"
"473","016972623","NO987034726","AMAR GROUP AS","NO"
"474","005505978","NL27094250","UNIVEST HOLDING B.V.","NL"
"475","005332946","IT00763100880","SIRIAC S.R.L.","IT"
"476","502616999","NO*110314206557","FRONTLINE LTD","NO"
"477","002993316","ESA07404510","GRUPO EMPRESAS ALONSO MARI SA","ES"
"478","416217417","ES*110232222513","TRANSITOS DE EXTERMADURA SL","ES"
"479","593312957","YY*110355267541","ROMEO LTD.","n.a."
"480","000002269","US135409005","EXXON MOBIL CORPORATION","US"
"481","382770076","MTC86730","ENDO VENTURES LTD","MT"
"482","537639035","YY*110328797160","PF TRUSTEES LIMITED AS TRUSTEE OF THE SP2002 TRUST","n.a."
"483","283478953","SE5590549019","T' EKSTRAND HOLDING AB","SE"
"484","586626311","IS8-6896M","HERJOLFUR H/F","IS"
"485","157029285","VG*110007146299","GOLD STONE INDUSTRIES CORPORATION","VG"
"486","492100961","CYC23560729","CYPROMAN SERVICES LIMITED AS TRUSTEE OF INCA TRUST","CY"
"487","620070665","US*110361071967","ACTIUM LLC","US"
"488","002165384","BE0466595041","Z-GROUP","BE"
"489","012153976","SG194800006K","KUOK (SINGAPORE) LIMITED","SG"
"490","110582691","NO996993086","SHANNON INVEST AS","NO"
"491","005619778","NO943873011","ALCIDES HOLDING AS","NO"
"492","051403863","BE0899130117","STEPHEX HOLDING","BE"
"493","618232284","IT95243050101","LUSSINO SOCIETA' SEMPLICE","IT"
"494","382658340","CYC383277","ADS MARITIME HOLDING PLC","CY"
"495","387245516","MTC88160","BIANCHI GROUP LIMITED","MT"
"496","007649367","PL610188201","ORLEN S.A.","PL"
"497","158340679","IT02324900030","B&D HOLDING S.P.A.","IT"
"498","387455668","GBIM016232V","AFFINITY GROUP LTD","GB"
"499","575897968","GB14830370","MAGNOLIA SHIPHOLDINGS LIMITED","GB"
"500","059045113","DK30594789","BLUE WATER FONDEN","DK"
"501","169089299","US*M00980303796","MULTIVENTURE CAPITAL LLC","US"
"502","301369954","NO916882807","SANDEFJORD KOMMUNE","NO"
"503","074766849","IT06160141211","PEPPINO D'AMATO E FIGLI S.R.L.","IT"
"504","002126597","BE0459593423","VNL","BE"
"505","108520913","LULB136969","UNITED BULK S.A.","LU"
"506","486486092","YY*110307685946","SISSI LIMITED","n.a."
"507","529600649","NO928169960","FREM SOLUTIONS AS","NO"
"508","501828976","CYC416953","BOSTILO INVESTMENTS LIMITED","CY"
"509","411013627","CYC396207","MAROLIO INVESTMENTS LIMITED","CY"
"510","005707550","PT500067724","SONAGI, S.G.P.S. S.A.","PT"
"511","318421127","CHCHE419328367","FILIPPINI HOLDING AG","CH"
"512","698416286","NO*110370822456","BONITA AS","NO"
"513","293954861","YY*110140534611","FIREBIRD OCEAN LIMITED","n.a."
"514","651260278","KY*110362302266","OAKTREE EUROPEAN PRINCIPAL FUND IV LTD","KY"
"515","344102057","MTC82008","FORTINA INVESTMENTS LIMITED","MT"
"516","690502029","CYCYC23661556","ANDREOTTI TRUSTEES LIMITED","CY"
"517","529675755","SE5592648819","TURMOIL SOLUTION AB","SE"
"518","464968842","NO924037377","KASIBRA AS","NO"
"519","059174195","IT95076300631","FRATELLI VITIELLO S.P.A.","IT"
"520","042321252","VG*190521676277","BINDER INVESTMENTS LIMITED","VG"
"521","003166634","FI01404664","SUNBORN OY","FI"
"522","583154419","SG*110353652495","PACIFIC INTERNATIONAL LINES (PTE) LTD","SG"
"523","012636408","ESB95133625","GVLA COMERCIAL INVERSIONES SL","ES"
"524","470754594","NO824783802","BORGSTEIN AS","NO"
"525","109721404","NO896696262","DEEPOCEAN GROUP HOLDING AS","NO"
"526","057036690","CHCHE111705335","SO HOLDING AG","CH"
"527","005689982","NO980527328","GEZINA AS","NO"
"528","071275470","VG*1620502750","WEAVERNAL HOLDINGS LTD","VG"
"529","314749012","BZ41013R","IRWINDALE INVEST CORP.","BZ"
"530","282627990","NO916794134","T/C HAUGESUND AS","NO"
"531","009759577","NO985821097","SJOEINVEST HOLDING AS","NO"
"532","139140135","NO898783812","ADVOKATFIRMAET SIMONSEN VOGT WIIG AS","NO"
"533","560043979","NO*110346318324","OMP SICAV PLC","NO"
"534","560043281","NO*110346281188","AMARILIA MARITIME CO","NO"
"535","420781312","NO923565264","EDDA WIND ASA","NO"
"536","305227139","NO917950172","PARCAR AS","NO"
"537","161775305","NO*110314163693","ATLANTICA INC","NO"
"538","005611915","NO936195261","KOKSTAD CHARTERING AS","NO"
"539","012450458","NO987615664","NESS, RISAN & PARTNERS AS","NO"
"540","005687578","NO980387410","STROEMBERG GRUPPEN AS","NO"
"541","318423306","MT*110158741732","GVZH ADVOCATES","MT"
"542","099001101","MTC31448","ARX TRUSTEES LIMITED","MT"
"543","008976832","NL08101638","TAJIRI B.V.","NL"
"544","407074978","YY*110195598901","PERSEVERANCE I B.V.","n.a."
"545","380839899","LI*110181601564","PAVONE FOUNDATION","LI"
"546","546939116","YY*110331949333","NOVA FIN","n.a."
"547","005695879","NO981258622","CAP NEUS AS","NO"
"548","395892499","MTC89926","SAADYIAT INTERNATIONAL LIMITED","MT"
"549","547013233","GBGG70665","BOMBAY HOLDING LTD.","GB"
"550","108819189","MTC20650","GRANT THORNTON FIDUCIAIRE LIMITED","MT"
"551","696328676","TR*D00449505","MARIS ORGANIZASYON TURIZM TICARET A.S.","TR"
"552","308054586","AT*961032943","BETMAR VERMOGENS-UND BETEILIGUNGS GBR","AT"
"553","461621058","NO923835865","BRABROS HOLDING AS","NO"
"554","299399996","BM50668R","NOVAALGOMA CEMENT CARRIERS LIMITED","BM"
"555","169077885","BM42302R","BW LPG LIMITED","BM"
"556","512146543","CYC418698","BECCARON HOLDINGS LIMITED","CY"
"557","223283272","SE5569994154","APPELOE HOLDING AB","SE"
"558","130415696","NO*110021259492","AMNOR 2 LLC","NO"
"559","367500389","MH*937075623","SPII HOLDINGS INC.","MH"
"560","005285283","IT00825790157","SAIPEM SPA","IT"
"561","008896152","DE2150967803","VINETA GMBH","DE"
"562","031404536","NL37132946","GLOMAR HOLDING B.V.","NL"
"563","371119293","NL70208514","VROON HOLDING B.V.","NL"
"564","175914485","GBJE113930","BNX HOLDINGS LIMITED","GB"
"565","266389813","BS84391B","CLIPPER BULK SHIPPING LTD","BS"
"566","005592206","NO910310895","FJORD LINE AS","NO"
"567","481402203","YY*B000124044","LATSCO SHIP MANAGEMENT HOLDING INC","n.a."
"568","299549812","BM8-472032M","ALLIANCE TANKERS INCORPORATED","BM"
"569","015890575","DE2151179755","GBV BETEILIGUNGS- UND VERWALTUNGSGESELLSCHAFT MBH","DE"
"570","003946663","GB00577587","J.R. RIX & SONS LIMITED","GB"
"571","003846950","FR542051180","TOTALENERGIES SE","FR"
"572","005467405","NL18052434","PORTSIGHT B.V.","NL"
"573","011240032","NL18061015","RUIJTENBERG PRUISSEN BEHEER B.V.","NL"
"574","416698857","NL75463520","ST MARINE SUPPORT HOLDING B.V.","NL"
"575","382774990","NL71885684","DUTCH SHIPPING INVESTMENTS B.V.","NL"
"576","128525380","NL54021537","DAMEN SHIP LEASE COÖPERATIE U.A.","NL"
"577","379883090","NL71415750","LONGSHIP GROUP B.V.","NL"
"578","403350373","NL74057782","IRON CASTLE HOLDING B.V.","NL"
"579","108375694","NL52270238","GEO PLUS HOLDING B.V.","NL"
"580","010055015","MXENI9302242XA","EMPRESAS NIETO SA DE CV","MX"
"581","009744108","IE340284","CLYNAGH HOLDINGS LIMITED","IE"
"582","009673041","IE054766","SHANNONFERRY GROUP LIMITED","IE"
"583","559409064","FR*110348264784","FIP NOV TOURISME ACTIONS NON COTEES ASSUREURS - CAISSE DES DEPOTS RELANCE DURABLE FRANCE GERE PAR MONTEFIORE INVESTMENT","FR"
"584","159198183","MH30018AQ","ARDMORE SHIPPING CORPORATION","MH"
"585","417529977","DK40724494","HALDS GAARD EJENDOMME HOLDING APS","DK"
"586","530132459","NL84786981","REIGERBURG B.V.","NL"
"587","008315975","BE0439797604","GROUP DE CLOEDT","BE"
"588","144073278","CHCHE137966699","TALVEX COMMODITIES AG","CH"
"589","283347774","NL65454049","STICHTING ADMINISTRATIEKANTOOR VISSER SHIPPING","NL"
"590","002088012","BE0451390884","LOWLAND INTERNATIONAL","BE"
"591","574307800","GB*110350453124","MENZELL & DOEHLE GMBH & CO. KG","GB"
"592","061663245","CHCHE100357537","MITRADEX SA","CH"
"593","661054153","SE*110363606446","AHLTMARK LINES AKTIEBOLAG","SE"
"594","082000796","DE2390395151","HC ""KRISEN-GEWINNER II"" SCHIFFSBETEILIGUNGS GMBH & CO. KG","DE"
"595","162126383","NL58678042","HULST INNOVATION HOLDING B.V.","NL"
"596","406302203","NL74290738","KOTUG CHARTERING B.V.","NL"
"597","059168038","IT01134500451","ST. PETER S.R.L.","IT"
"598","015824075","DE2390219121","DANZ VERMÖGENSVERWALTUNGSGESELLSCHAFT MBH & CO. KG","DE"
"599","451145647","DE2151932510","L&B WANDSBEK FEEDERSCHIFFE GMBH & CO. KG","DE"
"600","009287236","DE2151157091","DR. KARL-HEINZ KRÄMER GMBH","DE"
"601","145432580","DE2151626534","AVALON INVEST GMBH & CO. KG","DE"
"602","031350622","DE2151321605","BETEILIGUNGS-KOMMANDITGESELLSCHAFT BUXPOWER VERWALTUNGS- UND SCHIFFAHRTS GMBH & CO.","DE"
"603","699250600","YY*Z00666543","THALVORA HOLDINGS GMBH","n.a."
"604","002468782","DE4070297670","JS HOLDING GMBH & CO. KG","DE"
"605","586537518","DE8-8990M","LEONHARDT & BLUMBERG GROUP","DE"
"606","013844942","DE2151243139","ERNST RUSS AG","DE"
"607","009719256","IE294635","AYLEVAROO LIMITED","IE"
"608","010066680","CO170001070610","ITALCOL S A","CO"
"609","007680006","NL24343745","STICHTING ADMINISTRATIEKANTOOR ESSHAROS","NL"
"610","191874384","CYC324474","KILA MANAGEMENT LIMITED","CY"
"611","651226142","GB*110362303598","CVC CAPITAL PARTNERS VIII (A) L.P., AGISSANT PAR SON GENERAL PARTNER CVC CAPITAL PARTNERS VIII LIMITED","GB"
"612","059990986","NL08181912","NUEVO SUERTO B.V.","NL"
"613","005521788","NL28085082","VALKENHORST PARTICIPATIE B.V.","NL"
"614","651168441","DE*110362447597","VINNEN MARITIME FOUNDATION","DE"
"615","057019430","CHCHE102342653","FRITRA AG","CH"
"616","007559410","NL24342804","STICHTING ADMINISTRATIEKANTOOR VD GRAAF BARGES AND MORE","NL"
"617","001555626","NL41169900","STICHTING ADMINISTRATIEKANTOOR PUYVAST GROEP","NL"
"618","288436467","NL65722159","STICHTING ADMINISTRATIEKANTOOR LOTUS CONSULTANCY SERVICES","NL"
"619","467888499","NL76939359","SEACONTRACTORS HOLDING B.V.","NL"
"620","470527956","NL77559568","ANNA P HOLDING B.V.","NL"
"621","003913736","GB00274174","ANLON LIMITED","GB"
"622","175932303","BM26084R","FAIRPLAY LIMITED","BM"
"623","314845089","JP1010001008692","SUMITOMO CORPORATION","JP"
"624","041134920","DE2090210809","JACOB SCHIFFAHRT GMBH & CO. KG","DE"
"625","413149259","NL75045842","DIF CORE INFRASTRUCTURE FUND II COÖPERATIEF U.A.","NL"
"626","533940987","IE713026","RÃËALT NA MARA OFFSHORE WIND FARM HOLDING LIMITED","IE"
"627","557812913","YY*110343117849","DMY ELECTRONIC","n.a."
"628","005560237","NL34044654","CEBO-INTERNATIONAL B.V.","NL"
"629","255557481","GBNI634050","HEYN LIMITED","GB"
"630","002924348","DK25469682","HOVE GROUP A/S","DK"
"631","009540866","DK27166911","JJ HOLDING & INVEST APS","DK"
"632","476254812","SG*110299340764","GREENSHIP GAS TRUST ACTING THROUGH GREENSHIP GAS MANAGER","SG"
"633","002900571","DK20868902","NAVISIONGROUP APS","DK"
"634","228119522","DE2151735519","UNITED HEAVY LIFT GMBH & CO. KG","DE"
"635","000223876","NL02331303","EEMS BEHEER B.V.","NL"
"636","149669027","NL56702256","VMS HOLDING B.V.","NL"
"637","005108235","GBSC169874","GREENSHIELDS & CO. EDINBURGH LIMITED","GB"
"638","418585873","KY*B000167915","EGM CAYMAN LP","KY"
"639","379856445","FR839060787","NEWTMC","FR"
"640","576093521","GBSC767683","MALLAIG MARINE (HOLDINGS) LIMITED","GB"
"641","073979883","TR264389F","TRAKYA DENIZCILIK TASIMACILIK VE TICARET LTD STI","TR"
"642","037602799","NL01123393","NORTHERN FINANCE B.V.","NL"
"643","012445265","NL32100016","REDWISE MARINE HOLDING N.V.","NL"
"644","190184310","NL60948795","MAJAK HOLDING B.V.","NL"
"645","084725366","NL50471422","GERO SHIPPING EN TRADING B.V.","NL"
"646","190408326","BE0560950109","REDERIJ SANDRA","BE"
"647","002222964","CHCHE103616215","BERTSCHI HOLDING AG","CH"
"648","005559413","NL34023067","CORNELIS VROLIJK HOLDING B.V.","NL"
"649","235108580","NL63541823","4MARITIME B.V.","NL"
"650","385826947","GB11505885","EMERGE GLOBAL LTD","GB"
"651","100875949","GB07469384","WINDHOVER HOLDINGS LTD","GB"
"652","693116742","DE*110366228582","BAHAG BAUS HANDELSGESELLSCHAFT AG BELP/SCHWEIZ ZWEIGNIEDERLASSUNG MANNHEIM","DE"
"653","073623497","DE2012062572","OBOTRITIA CAPITAL KGAA","DE"
"654","108837737","NL52537315","TELFORD OFFSHORE NETHERLANDS COÖPERATIE U.A.","NL"
"655","037130228","NL01122513","ARJAN VAN STEE BEHEER B.V.","NL"
"656","466525095","NL76765199","JUMBO HOLDING B.V.","NL"
"657","299820743","MH8-471503M","BLACK STAR SHIPPING COMPANY LTD.","MH"
"658","297524525","NL66612063","RATIO BEHEER B.V.","NL"
"659","385114789","US*110186314622","THE MOORINGS LTD","US"
"660","002938052","DK61113215","BIANCO DELTA A/S","DK"
"661","002144860","BE0463048306","MAYFIELD","BE"
"662","506516559","BE*110318539431","CLDN VRAC SA","BE"
"663","005664992","NO976695372","TGS ASA","NO"
